"filename", "language", "TypeScript", "JavaScript", "TypeScript React", "CSS", "JSON", "Properties", "XML", "Markdown", "Ignore", "Docker", "HTML", "comment", "blank", "total"
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Trucks/trucks-detail.tsx", "TypeScript React", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 28, 10, 227
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/carrier-account/carrier-account.tsx", "TypeScript React", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 187
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/carrier-account/dynamic-table/carriers.ts", "TypeScript", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 192
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/carrier-account/dynamic-table/sample-data.tsx", "TypeScript React", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 145
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/SEO.tsx", "TypeScript React", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 114
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Themes/images.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 53
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/UploadButton/index.tsx", "TypeScript React", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 34
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/alert-with-language/alert-with-language.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 8, 80
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/alert.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 80
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/auto-complete-typeahead/auto-complete-typeahead.props.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/auto-complete-typeahead/auto-complete-typeahead.tsx", "TypeScript React", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 133
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/auto-complete-typeahead/data.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/auto-complete-typeahead/finder.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 86
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/auto-complete-typeahead/jqljs.ts", "TypeScript", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 58, 287
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/dashboard/chart-car-area/chart-area.tsx", "TypeScript React", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 75
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/dashboard/chart-car-area/data.tsx", "TypeScript React", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 99
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/dashboard/chart-car/chart-car.tsx", "TypeScript React", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
